MovieID	original_language	original_title	popularity	title	vote_average	vote_count	 budget 	 revenue 	Profit
8587	en	The Lion King	22	The Lion King	8	5520	45000000	788241776	743241776
1689	en	Little Buddha	6	Little Buddha	6	76	35000000	4858139	-30141861
11596	en	New Nightmare	10	New Nightmare	6.4	297	14000000	18090181	4090181
854	en	The Mask	14	The Mask	6.6	2550	23000000	351583407	328583407
9359	en	Maverick	15	Maverick	6.6	490	0	0	0
23333	en	Mrs. Parker and the Vicious Circle	5	Mrs. Parker and the Vicious Circle	6.3	20	0	0	0
36593	en	The Naked Gun 33?: The Final Insult	11	The Naked Gun 33?: The Final Insult	6.4	535	30000000	51132598	21132598
12280	en	The Paper	4	The Paper	6.1	40	6000000	0	-6000000
2788	en	Reality Bites	7	Reality Bites	6.5	180	11500000	20079850	8579850
10427	en	Red Rock West	5	Red Rock West	6.4	71	8000000	2000000	-6000000
11011	en	Ri hie Ri h	7	Ri hie Ri h	5.4	426	40000000	0	-40000000
49803	en	Safe Passage	5	Safe Passage	4.9	7	0	0	0
8987	en	The River Wild	11	The River Wild	6.1	214	45000000	0	-45000000
1637	en	Speed	11	Speed	6.8	1814	30000000	350448145	320448145
15128	en	Speechless	2	Speechless	5.5	24	0	0	0
8831	en	Timecop	9	Timecop	5.5	288	27000000	101646581	74646581
36955	en	True Lies	11	True Lies	6.8	1138	115000000	378882411	263882411
10449	en	When a Man Loves a Woman	4	When a Man Loves a Woman	6	71	0	50021959	50021959
10395	en	Wolf	14	Wolf	6	221	0	0	0
12160	en	Wyatt Earp	9	Wyatt Earp	6.5	203	63000000	25052000	-37948000
40480	en	Bad Company	1	Bad Company	4.9	12	0	0	0
52038	en	A Man of No Importance	0	A Man of No Importance	6.5	2	0	953	953
29444	en	S.F.W.	3	S.F.W.	6.1	22	0	0	0
26352	en	A Low Down Dirty Shame	3	A Low Down Dirty Shame	6	31	10000000	29392418	19392418
39953	en	"Boys Life: Three Stories of Love, Lust, and Liberation"	0	"Boys Life: Three Stories of Love, Lust, and Liberation"	2	1	0	0	0
41580	fr	Le colonel Chabert	1	Colonel Chabert	5.9	9	0	0	0
315	en	"Faster, Pussycat! Kill! Kill!"	4	"Faster, Pussycat! Kill! Kill!"	6.5	59	45000	0	-45000
22067	en	Jason's Lyric	1	Jason's Lyric	5.9	9	7000000	20851521	13851521
18242	en	The Secret Adventures of Tom Thumb	0	The Secret Adventures of Tom Thumb	7.1	8	0	0	0
11667	en	Street Fighter	14	Street Fighter	4.1	330	35000000	99423521	64423521
32502	en	Coldblooded	2	Coldblooded	6.7	13	0	0	0
267188	en	Desert Winds	0	Desert Winds	0	0	0	0	0
28732	en	Fall Time	1	Fall Time	6.3	6	0	0	0
75555	en	The Fear	0	The Fear	3.4	7	0	0	0
42981	en	Frank and Ollie	0	Frank and Ollie	7.5	4	0	0	0
278939	en	Girl in the Cadillac	0	Girl in the Cadillac	10	1	0	0	0
291731	en	Homage	0	Homage	0	0	0	0	0
226229	en	Mirage	0	Mirage	4	1	0	0	0
203119	en	Open Season	0	Open Season	0	0	0	0	0
172923	en	Dos Cr menes	0	Dos Cr menes	5	1	0	0	0
316098	en	Brother Minister: The Assassination of Malcolm X	0	Brother Minister: The Assassination of Malcolm X	4	1	0	0	0
8011	en	Highlander III: The Sorcerer	7	Highlander: The Final Dimension	4.5	110	26000000	36800000	10800000
171857	en	Federal Hill	0	Federal Hill	5	2	0	0	0
2654	en	In the Mouth of Madness	8	In the Mouth of Madness	7.1	307	8000000	8946600	946600
18069	en	8 Seconds	2	8 Seconds	7.2	22	0	0	0
19092	en	Above the Rim	4	Above the Rim	6.7	40	0	0	0
2758	en	Addams Family Values	18	Addams Family Values	6.5	537	0	48919043	48919043
38129	en	Martin Lawrence: You So Crazy	0	Martin Lawrence: You So Crazy	4.5	4	0	0	0
10436	en	The Age of Innocence	8	The Age of Innocence	7	172	34000000	32255440	-1744560
13595	en	Airheads	7	Airheads	5.8	222	0	0	0
46094	en	The Air Up There	2	The Air Up There	5.1	42	17080000	21011500	3931500
9409	en	Another Stakeout	13	Another Stakeout	4.9	58	0	0	0
11853	en	Bad Girls	15	Bad Girls	4.6	61	0	15240435	15240435
16771	en	Barcelona	2	Barcelona	6.6	20	3200000	0	-3200000
46924	en	Being Human	3	Being Human	5	15	40000000	0	-40000000
11041	en	The Beverly Hillbillies	6	The Beverly Hillbillies	5	86	0	0	0
306	en	Beverly Hills Cop III	12	Beverly Hills Cop III	5.5	445	50000000	119208989	69208989
14522	en	Black Beauty	8	Black Beauty	6.6	68	0	0	0
26203	en	Blink	3	Blink	6.3	45	0	16668552	16668552
178	en	Blown Away	13	Blown Away	6	126	0	30156002	30156002
19819	en	Blue Chips	6	Blue Chips	5.7	41	0	0	0
57834	en	Blue Sky	5	Blue Sky	6.1	28	0	0	0
4722	en	Body Snatchers	7	Body Snatchers	5.8	102	13000000	428868	-12571132
18215	en	Boxing Helena	4	Boxing Helena	4.5	59	0	1796389	1796389
1607	en	A Bronx Tale	6	A Bronx Tale	7.4	447	22000000	17287898	-4712102
26391	en	Cabin Boy	2	Cabin Boy	4.9	28	0	3662459	3662459
117553	en	Calendar Girl	1	Calendar Girl	3.7	10	13000000	2570145	-10429855
6075	en	Carlito's Way	9	Carlito's Way	7.7	805	30000000	36516012	6516012
11310	en	City Slickers II: The Legend of Curly's Gold	9	City Slickers II: The Legend of Curly's Gold	4.9	103	0	0	0
18658	en	Clean Slate	3	Clean Slate	5.7	25	0	7355425	7355425
9350	en	Cliffhanger	10	Cliffhanger	6.1	600	70000000	255000211	185000211
9612	en	Coneheads	11	Coneheads	4.8	228	0	0	0
2124	en	Color of Night	14	Color of Night	5.4	117	40000000	19726050	-20273950
26261	en	Cops & Robbersons	7	Cops & Robbersons	5	36	0	0	0
19176	en	The Cowboy Way	4	The Cowboy Way	5.1	38	0	0	0
49299	en	Dangerous Game	3	Dangerous Game	5.4	9	0	0	0
11566	en	Dave	14	Dave	6.3	205	0	63000000	63000000
9571	en	Dazed and Confused	7	Dazed and Confused	7.4	588	6900000	7993039	1093039
9739	en	Demolition Man	12	Demolition Man	6.4	1018	57000000	159055768	102055768
24257	en	The Endless Summer 2	0	The Endless Summer 2	7.1	12	0	0	0
34444	en	Even Cowgirls Get the Blues	3	Even Cowgirls Get the Blues	4.2	29	8000000	0	-8000000
26141	en	Fatal Instinct	4	Fatal Instinct	5.4	37	0	0	0
10997	zh	????	5	Farewell My Concubine	7.8	98	0	0	0
50463	en	The Favor	1	The Favor	3.3	6	0	0	0
10443	en	Fearless	9	Fearless	6.8	80	0	0	0
20239	en	Fear of a Black Hat	1	Fear of a Black Hat	5.8	11	0	0	0
16297	en	With Honors	3	With Honors	6.1	54	0	0	0
18551	en	Flesh and Bone	2	Flesh and Bone	6.2	22	0	9488998	9488998
25440	en	Widows' Peak	0	Widows' Peak	4.3	3	0	0	0
9024	en	For Love or Money	8	For Love or Money	5.7	77	30000000	11146270	-18853730
37233	en	The Firm	10	The Firm	6.6	513	42000000	270248367	228248367
1634	en	Free Willy	6	Free Willy	6	429	20000000	153698625	133698625
13815	en	Fresh	4	Fresh	7.6	56	0	0	0
5503	en	The Fugitive	10	The Fugitive	7.2	1240	44000000	368875760	324875760
35588	en	Geronimo: An American Legend	5	Geronimo: An American Legend	5.9	44	35000000	18635620	-16364380
2087	en	The Getaway	14	The Getaway	5.4	81	0	30	30
41579	en	Getting Even with Dad	2	Getting Even with Dad	4.5	43	30000000	0	-30000000
18620	en	Go Fish	1	Go Fish	3.9	5	0	0	0
41006	en	A Good Man in Africa	5	A Good Man in Africa	5.2	11	0	0	0
4916	en	Guilty as Sin	5	Guilty as Sin	5.6	21	0	22886222	22886222
2019	en	Hard Target	8	Hard Target	6.1	237	18000000	74189677	56189677
31642	en	Heaven & Earth	4	Heaven & Earth	6.4	51	33000000	0	-33000000
9255	en	Hot Shots! Part Deux	13	Hot Shots! Part Deux	6.2	463	25000000	133752825	108752825
26271	en	Live Nude Girls	2	Live Nude Girls	4.7	12	0	0	0
10612	en	The Englishman Who Went Up a Hill But Came Down a Mountain	5	The Englishman Who Went Up a Hill But Came Down a Mountain	6.1	83	0	0	0
2259	en	The House of the Spirits	11	The House of the Spirits	6.7	135	25000000	0	-25000000
16097	en	House Party 3	1	House Party 3	4.6	11	0	0	0
11934	en	The Hudsucker Proxy	8	The Hudsucker Proxy	7.1	280	30000000	0	-30000000
106143	en	I'll Do Anything	2	I'll Do Anything	5.7	18	40000000	0	-40000000
12475	en	In the Army Now	6	In the Army Now	4.7	54	0	28881266	28881266
9386	en	In the Line of Fire	13	In the Line of Fire	6.8	392	40000000	176997168	136997168
7984	en	In the Name of the Father	7	In the Name of the Father	7.6	363	13000000	65796862	52796862
59930	en	The Inkwell	1	The Inkwell	3.9	5	0	8880705	8880705
15765	en	What's Love Got to Do with It	15	What's Love Got to Do with It	6.9	75	0	0	0
31643	en	Jimmy Hollywood	5	Jimmy Hollywood	4.6	17	30000000	0	-30000000
6	en	Judgment Night	6	Judgment Night	6.4	79	0	12136938	12136938
329	en	Jurassic Park	9	Jurassic Park	7.6	4956	63000000	920100000	857100000
10909	en	Kalifornia	8	Kalifornia	6.5	209	9000000	2395231	-6604769
507	en	Killing Zoe	5	Killing Zoe	6.1	111	1500000	418961	-1081039
34024	en	King of the Hill	4	King of the Hill	6.4	33	0	0	0
29918	en	Lassie	4	Lassie	6.1	54	0	0	0
9593	en	Last Action Hero	9	Last Action Hero	6.1	725	85000000	137298489	52298489
42580	en	Life With Mikey	6	Life With Mikey	5.1	24	0	0	0
22317	en	Lightning Jack	3	Lightning Jack	5.7	40	0	0	0
1413	en	M. Butterfly	7	M. Butterfly	6.6	35	0	1499795	1499795
12121	en	Made in America	5	Made in America	5.3	86	22000000	0	-22000000
2246	en	Malice	10	Malice	5.9	105	0	46405336	46405336
10502	en	The Man without a Face	6	The Man without a Face	6.2	125	0	24760338	24760338
10440	en	Manhattan Murder Mystery	9	Manhattan Murder Mystery	7.1	169	13500000	11285588	-2214412
9516	en	Menace II Society	5	Menace II Society	7.2	179	3500000	27900000	24400000
2320	en	Executive Decision	13	Executive Decision	5.8	261	55000000	121969216	66969216
5879	ja	??????	9	In the Realm of the Senses	6.5	112	0	0	0
83718	en	What Happened Was...	1	What Happened Was...	7	7	0	0	0
11971	en	Much Ado About Nothing	9	Much Ado About Nothing	7.2	194	8000000	0	-8000000
2625	en	Mr. Jones	7	Mr. Jones	5.9	35	0	0	0
31911	en	Mr. Wonderful	13	Mr. Wonderful	5.5	11	0	0	0
788	en	Mrs. Doubtfire	11	Mrs. Doubtfire	7	1638	25000000	441286195	416286195
21450	en	Naked	9	Naked	7.5	105	0	0	0
11231	en	The Next Karate Kid	10	The Next Karate Kid	4.8	202	12000000	15826984	3826984
41588	en	The New Age	1	The New Age	4.8	5	0	0	0
10447	en	No Escape	10	No Escape	6.1	86	20000000	15340000	-4660000
31586	en	North	16	North	4.8	67	40000000	0	-40000000
9300	en	Orlando	4	Orlando	6.7	53	4000000	0	-4000000
9559	en	A Perfect World	8	A Perfect World	7.2	376	30000000	135130999	105130999
9800	en	Philadelphia	13	Philadelphia	7.6	1019	26000000	206678440	180678440
713	en	The Piano	7	The Piano	7.1	290	7000000	116700000	109700000
8291	en	Poetic Justice	7	Poetic Justice	6.9	47	14000000	27515786	13515786
18133	en	The Program	3	The Program	6	28	0	23042200	23042200
25557	en	The Puppet Masters	7	The Puppet Masters	5.6	41	0	8638072	8638072
22588	en	Radioland Murders	9	Radioland Murders	5.8	12	0	0	0
10872	en	The Ref	6	The Ref	6.7	99	11000000	11439193	439193
1245	en	The Remains of the Day	12	The Remains of the Day	7.5	213	11500000	23237911	11737911
11858	en	Renaissance Man	5	Renaissance Man	5.9	83	40000000	24332324	-15667676
7007	en	Rising Sun	6	Rising Sun	5.8	188	0	107198790	107198790
10467	en	The Road to Wellville	3	The Road to Wellville	5.5	43	0	0	0
5550	en	RoboCop 3	9	RoboCop 3	4.2	309	22000000	10696210	-11303790
8005	en	Robin Hood: Men in Tights	17	Robin Hood: Men in Tights	6.4	575	20000000	35739755	15739755
2088	en	Romeo Is Bleeding	10	Romeo Is Bleeding	5.7	36	11500000	3275585	-8224415
10412	en	Romper Stomper	5	Romper Stomper	6.6	126	0	0	0
47889	en	Ruby in Paradise	1	Ruby in Paradise	5.6	10	800000	1001437	201437
14534	en	Rudy	6	Rudy	7.2	187	12000000	22750363	10750363
56583	en	The Saint of Fort Washington	1	The Saint of Fort Washington	4	5	0	0	0
41878	fr	Les Nuits Fauves	1	Savage Nights	6.2	11	0	0	0
424	en	Schindler's List	42	Schindler's List	8.3	4436	22000000	321365567	299365567
35233	en	The Scout	6	The Scout	5.3	37	0	0	0
14291	en	Searching for Bobby Fischer	12	Searching for Bobby Fischer	7.3	100	0	7266383	7266383
103413	en	Second Best	1	Second Best	5.9	8	0	0	0
11236	en	The Secret Garden	6	The Secret Garden	7.1	232	0	0	0
11592	en	Serial Mom	5	Serial Mom	6.4	137	13000000	7820688	-5179312
8850	en	The Shadow	8	The Shadow	5.4	140	25000000	48063435	23063435
10445	en	Shadowlands	3	Shadowlands	6.8	61	22000000	0	-22000000
695	en	Short Cuts	9	Short Cuts	6.9	136	0	6110979	6110979
43535	en	A Simple Twist of Fate	4	A Simple Twist of Fate	5.7	26	0	0	0
12519	en	Sirens	3	Sirens	5.2	31	0	7770731	7770731
23210	en	Six Degrees of Separation	9	Six Degrees of Separation	6.5	75	0	0	0
858	en	Sleepless in Seattle	10	Sleepless in Seattle	6.5	630	21000000	227799884	206799884
867	en	Sliver	11	Sliver	4.9	144	40000000	116300000	76300000
78	en	Blade Runner	96	Blade Runner	7.9	3833	28000000	33139618	5139618
13203	en	Son in Law	9	Son in Law	5.6	81	0	36448200	36448200
346225	es	La calle de la amargura	1	Bleak Street	6	2	0	0	0
333097	en	Almost Holy	0	Almost Holy	6	3	0	0	0
415633	en	Tonight She Comes	1	Tonight She Comes	5.3	14	0	0	0
429524	en	Drone Wars	1	Drone Wars	3	7	0	0	0
421126	uk	?????? ?????'???	2	The Dragon Spell	4	1	0	0	0
104810	en	Iyulskiy Dozhd	0	July Rain	5.3	3	0	0	0
383743	fr	Avant les rues	0	Before the Streets	4	2	0	0	0
365451	en	"Baby, Baby, Baby"	2	"Baby, Baby, Baby"	6	4	0	0	0
17229	en	Bill Maher: The Decider	1	Bill Maher: The Decider	7.1	9	0	0	0
75760	en	American Teacher	0	American Teacher	5.7	3	0	0	0
412669	en	First Round Down	0	First Round Down	10	1	0	0	0
279687	en	Futurama: The Lost Adventure	1	Futurama: The Lost Adventure	7.9	10	0	0	0
464111	en	Zygote	3	Zygote	7.2	28	0	0	0
385305	en	24 36	0	24 36	8.1	7	0	0	0
440597	en	Wish Upon	60	Wish Upon	5.3	127	0	0	0
433711	en	All Superheroes Must Die 2: The Last Superhero	0	All Superheroes Must Die 2: The Last Superhero	4	1	0	0	0
417870	en	Girls Trip	38	Girls Trip	7.1	393	0	0	0
419459	en	Landline	2	Landline	5.1	9	0	0	0
407448	en	Detroit	10	Detroit	7.3	67	34000000	0	-34000000
414453	en	Columbus	1	Columbus	6	4	0	0	0
329005	en	Autism in Love	0	Autism in Love	5.8	4	0	0	0
213204	en	The Foxy Merkins	0	The Foxy Merkins	6	2	0	0	0
117800	ja	Hourou-ki	0	A Wanderer's Notebook	0	0	0	0	0
384594	en	Blood Hunters	1	Blood Hunters	5.6	5	0	0	0
257059	en	????????  ??????? 	1	The Hope Factory	5.3	7	0	0	0
412103	en	Rick and Morty: State of Georgia Vs. Denver Fenton Allen	1	Rick and Morty: State of Georgia Vs. Denver Fenton Allen	8.7	10	0	0	0
438665	en	Fittest On Earth: A Decade Of Fitness	1	Fittest On Earth: A Decade Of Fitness	6	2	0	0	0
437830	en	Zero 3	0	Zero 3	8.7	3	0	0	0
7014	fr	Themroc	2	Themroc	7.1	9	0	0	0
411516	de	Ein deutsches Leben	0	A German Life	7.5	2	0	0	0
254689	en	Never Tear Us Apart: The Untold Story of INXS	0	Never Tear Us Apart: The Untold Story of INXS	6	1	0	0	0
101190	pl	Gangsterzy i filantropi	0	Gangsters and Philantropists	4.3	2	0	0	0
316437	hi	Pairon Talle	0	Pairon Talle	5	1	0	0	0
85709	ko	Dooman River	0	Dooman River	5.5	4	0	0	0
60378	de	Hitler - Eine Karriere	0	Hitler: A Career	7.2	7	0	0	0
403667	nl	Adios amigos	0	Adios amigos	6.3	4	0	0	0
74464	nl	Kleine Teun	0	Little Tony	7.3	3	0	0	0
459950	en	Feed	4	Feed	7.3	50	0	0	0
332543	en	A Genius Leaves the Hood - The Unauthorized Story of Jay Z	0	A Genius Leaves the Hood - The Unauthorized Story of Jay Z	6	2	0	0	0
128571	en	Cure for Pain: The Mark Sandman Story	0	Cure for Pain: The Mark Sandman Story	5	3	0	0	0
82029	fr	Itin raire bis	1	Itin raire bis	4.8	23	0	0	0
33704	fr	Le Carton	1	The Box	5.7	10	0	0	0
103344	fr	D pression et des Potes	1	D pression et des Potes	5.1	27	0	0	0
275272	fr	Je hais les enfants!	0	Je hais les enfants!	6.5	1	0	0	0
68637	fr	L' l ve Ducobu	4	Ducoboo	4.9	79	0	0	0
454774	en	The Girl from the Song	1	The Girl from the Song	6.3	4	0	0	0
433410	en	Selbstkritik eines b rgerlichen Hundes	0	Self-criticism of a Bourgeois Dog	0	0	0	0	0
429039	fr	"Jean Ziegler, l'optimisme de la volont "	0	"Jean Ziegler, l'optimisme de la volont "	0	0	0	0	0
45592	en	Film	1	Film	6.5	11	0	0	0
69483	en	Julia Misbehaves	0	Julia Misbehaves	6.8	3	0	0	0
423453	fr	Sahara	9	Sahara	5.4	43	0	7800000	7800000
451955	fr	L'Amant double	10	The Double Lover	6.2	72	0	0	0
70609	de	Schulm dchen-Report 5. Teil: Was Eltern wirklich wissen sollten	3	Schoolgirl Report Part 5: What All Parents Should Know	6.3	6	0	0	0
36886	de	Schulm dchen-Report 4. Teil: Was Eltern oft verzweifeln l  t	2	Schoolgirl Report Part 4: What Drives Parents to Despair	4.9	4	0	0	0
36887	de	Der neue Schulm dchen-Report 2. Teil: Was Eltern den Schlaf raubt	2	Schoolgirl Report Part 2: What Keeps Parents Awake at Night	6.8	5	0	0	0
36885	de	Schulm dchen-Report 3. Teil: Was Eltern nicht mal ahnen	2	Schoolgirl Report Part 3: What Parents Find Unthinkable	4.4	6	0	0	0
12097	sv	Pippi L ngstrump	3	Pippi Longstocking	7	29	0	0	0
280640	fr	Geronimo	1	Geronimo	7.7	9	0	0	0
231216	de	Villa Henriette	0	Villa Henriette	0	0	0	0	0
66247	ta	Muthu	0	Muthu	6.3	10	0	0	0
49074	ta	Baasha	1	Baasha	7.8	14	0	15000000	15000000
47940	ta	????????	1	Padayappa	7.3	13	0	0	0
24049	ta	??????	1	Sivaji: The Boss	6.9	25	12000000	19000000	7000000
28469	de	Der Herr Karl	0	Der Herr Karl	10	1	0	0	0
410554	en	First Kill	8	First Kill	5.2	38	0	0	0
96823	nl	Quiz	1	Quiz	5.5	11	0	0	0
54559	en	Minions: Orientation Day	5	Minions: Orientation Day	7	95	0	0	0
390343	en	Burden	1	Burden	6	1	0	0	0
450875	en	LA 92	1	LA 92	8.8	3	0	0	0
56841	sv	Tusen g nger starkare	1	A Thousand Times Stronger	5.7	5	0	0	0
417320	en	Descendants 2	16	Descendants 2	7.5	171	0	0	0
104700	fr	La lune   un m tre	0	The Astronomer's Dream	6.4	26	0	0	0
70573	cn	????	0	Faithfully Yours	4.3	2	0	0	0
407803	en	Harry Benson: Shoot First	1	Harry Benson: Shoot First	6.4	6	0	0	0
104702	fr	La tentation de Saint-Antoine	0	The Temptation of St. Anthony	5.3	6	0	0	0
49295	fr	L'Illusionniste fin de si cle	1	An Up-to-Date Conjurer	6.6	12	0	0	0
51507	en	Pouta	0	Walking Too Fast	6	5	0	0	0
265189	sv	Turist	12	Force Majeure	6.8	255	0	1359497	1359497
373247	en	Down Under	1	Down Under	7.2	9	2000000	0	-2000000
458618	en	Ivanka Trump- America's Real First Lady?	0	Ivanka Trump- America's Real First Lady?	2	1	0	0	0
277839	fr	Pattaya	6	"Good Guys Go to Heaven, Bad Guys Go to Pattaya"	5.3	153	5402000	0	-5402000
454787	en	Chris Gethard: Career Suicide	1	Chris Gethard: Career Suicide	7.5	4	0	0	0
433471	en	Lou	2	Lou	8.5	17	0	0	0
69727	en	Final Justice	0	Final Justice	4.4	4	0	0	0
89606	en	Hemo The Magnificent	0	Hemo The Magnificent	7	1	0	0	0
467731	en	Tragedy in a Temporary Town	0	Tragedy in a Temporary Town	0	0	0	0	0
383216	en	Carole King: Natural Woman	0	Carole King: Natural Woman	0	0	0	0	0
76289	fr	Terminus	0	Terminus	5	1	0	0	0
104308	it	Il nido del ragno	0	The Spider Labyrinth	7.6	7	0	0	0
206277	en	Shirley: Visions of Reality	1	Shirley: Visions of Reality	7.2	10	0	0	0
92108	pl	Baby s? jakie? inne	0	Baby sa jakies inne	4.8	4	1689118	0	-1689118
36415	pl	Wojna polsko-ruska	1	Snow White and Russian Red	6.9	9	0	0	0
60153	en	Hi Way	0	Hi Way	7.5	2	0	0	0
245073	pl	Zycie rodzinne	0	Family Life	5	1	0	0	0
280477	pl	Dom wariat w	0	The House of Fools	0	0	0	0	0
154575	pl	Iluminacja	0	Illumination	7.3	3	0	0	0
88844	en	Code Blue	1	Code Blue	4.1	4	0	0	0
182981	nl	Nude Area	0	Nude Area	5	2	0	0	0
59958	en	Gideon's Daughter	1	Gideon's Daughter	6	15	0	0	0
432025	pl	Sztuka kochania. Historia Michaliny Wis?ockiej	1	The Art of Loving. Story of Michalina Wislocka	6.7	9	0	0	0
36391	en	Kingsajz	1	King Size	7.3	8	0	0	0
87229	is	K ngavegur	0	King's Road	0	0	0	0	0
383618	sv	Siv sover vilse	3	Siv Sleeps Astray	0	0	0	0	0
10819	pl	Wesele	0	The Wedding	6.6	7	0	0	0
31856	en	Hydrozagadka	0	Hydrozagadka	5.3	3	0	0	0
358511	pl	Baby Bump	0	Baby Bump	6.3	3	0	0	0
79343	fr	Les fourmis rouges	0	Les fourmis rouges	7.5	1	0	0	0
155939	en	Pora Umiera?	0	Time to Die	5.9	4	0	0	0
56350	de	"Jesus, Du weisst"	0	"Jesus, You Know"	4.7	3	0	0	0
25667	pl	Ma?a Moskwa	2	Little Moscow	5	4	0	0	0
24768	pl	Nic ?miesznego	0	Nothing Funny	7.3	7	0	0	0
190496	en	Nienasycenie	0	Insatiability	5.1	4	0	0	0
58133	fr	La Possibilit  d'une  le	0	Possibility of an Island	4.8	3	0	0	0
139159	fr	  moi seule	1	Coming Home	5.9	4	0	0	0
30019	no	Upperdog	1	Upperdog	6.9	5	3417000	0	-3417000
78359	pl	Akademia Pana Kleksa	1	Mister Blot's Academy	6	5	0	0	0
101801	cs	Rok ? bla	0	Year of the Devil	7.7	6	0	0	0
36416	pl	Wszyscy jeste?my Chrystusami	0	We're All Christs	6.4	7	0	0	0
317736	pl	Pani z przedszkola	0	Pani z przedszkola	0	0	0	0	0
168819	pl	Weiser	0	Weiser	5.8	4	0	0	0
108331	es	Las buenas hierbas	1	The Good Herbs	0	0	0	0	0
291224	pl	Jak dziala jamniczek	0	How A Sausage Dog Works	7	3	0	0	0
418757	pl	Mi?dzy nami dobrze jest	0	Mi?dzy nami dobrze jest	0	0	0	0	0
103462	en	Grandma Lo-Fi	0	Grandma Lo-Fi	0	0	0	0	0
38876	en	"W?atcy m ch. ?moki, Czopki i Mondzio?y"	0	"W?atcy m ch. ?moki, Czopki i Mondzio?y"	0	0	0	0	0
369444	pl	Ostatni dzwonek	0	Ostatni dzwonek	0	0	0	0	0
81318	pl	Uprowadzenie Agaty	0	Hijacking Agatha	6	1	0	0	0
152912	pl	Pan Kleks w kosmosie	1	Mr. Blot in Space	0	0	0	0	0
68802	pl	Przyjaciel weso?ego diab?a	0	Friend of the Jolly Devil	0	0	0	0	0
80284	es	La sangre iluminada	0	Enlightened blood	8.3	2	0	0	0
80831	en	Sang Pemimpi	0	Sang Pemimpi	6.5	2	0	0	0
180244	en	We Don't Care About Music Anyway	0	We Don't Care About Music Anyway	6.8	3	0	0	0
157320	pl	Historia Kina w Popielawach	0	History of Cinema in Popielawy	7.3	2	0	0	0
167267	pl	Struktura krysztalu	0	The Structure of Crystals	6.8	4	0	0	0
112531	pl	Ki   nie polubisz jej	1	My Name Is Ki	6.3	3	0	0	0
81313	en	Zmruz oczy	0	Squint Your Eyes	8	2	0	0	0
245394	en	Fry and Laurie Reunited	1	Fry and Laurie Reunited	7	2	0	0	0
190817	fr	La Fille du 14 juillet	1	The Rendez-Vous of D j -Vu	6.2	13	0	0	0
120831	en	Love	1	Love	7.6	5	0	0	0
364865	en	The Jazz Loft According to W. Eugene Smith	0	The Jazz Loft According to W. Eugene Smith	0	1	0	0	0
65507	en	Purgatory House	0	Purgatory House	6	1	0	0	0
43656	en	13 Moons	2	13 Moons	5.8	4	0	0	0
401408	en	"Leslie Caron, fran aise   Hollywood, am ricaine   Paris"	0	Leslie Caron: The Reluctant Star	8	1	0	0	0
366505	es	El olivo	3	The Olive Tree	6.5	38	0	0	0
434166	de	Es war einmal in Deutschland	1	Bye Bye Germany	8.7	3	0	0	0
212865	en	Little Girls in Pretty Boxes	1	Little Girls in Pretty Boxes	7	1	0	0	0
104704	fr	Le Diable au couvent	1	The Devil in a Convent	6	10	0	0	0
435473	en	American Violence	7	American Violence	4.8	12	0	0	0
269981	en	Twelve Angry Men	0	Twelve Angry Men	8.5	4	0	0	0
183088	en	Megaville	1	Megaville	6	1	0	0	0
335251	en	The Land Where the Blues Began	0	The Land Where the Blues Began	0	0	0	0	0
430365	fr	  bras ouverts	7	With Open Arms	5.2	94	0	0	0
50977	en	Nude on the Moon	0	Nude on the Moon	3.3	3	0	0	0
395767	fr	La m canique de l'ombre	1	Scribe	5.8	26	0	0	0
199887	en	Over/Under	1	Over/Under	4	2	0	0	0
248705	fr	Les Visiteurs: La R volution	7	The Visitors: Bastille Day	4	167	25868826	0	-25868826
90063	es	 Vampiros en La Habana!	0	Vampires in Havana	5.3	10	0	0	0
37440	en	Monster Ark	1	Monster Ark	1.3	6	0	0	0
36139	en	High Plains Invaders	1	High Plains Invaders	5.3	9	2000000	0	-2000000
43585	en	Headless Horseman	1	Headless Horseman	5.7	3	0	0	0
44918	en	Titanic II	4	Titanic 2	3.4	55	0	0	0
63990	en	Joanna	0	Joanna	7	2	0	0	0
28669	en	Rasputin: The Mad Monk	2	Rasputin: The Mad Monk	5.6	25	0	0	0
188421	en	A History of Horror with Mark Gatiss	0	A History of Horror with Mark Gatiss	9	3	0	0	0
39164	en	House of the Long Shadows	1	House of the Long Shadows	6.1	18	7500000	0	-7500000
3104	en	Frankenstein Created Woman	2	Frankenstein Created Woman	5.9	33	0	0	0
20776	en	Return to the Batcave: The Misadventures of Adam and Burt	1	Return to the Batcave: The Misadventures of Adam and Burt	5.8	14	0	0	0
24568	en	Follow That Camel	1	Carry On Follow That Camel	6.1	19	0	0	0
43085	en	Dead and Deader	5	Dead and Deader	5.8	10	0	0	0
100671	en	The Witchmaker	0	The Witchmaker	5	3	0	0	0
19307	en	Carry On Camping	4	Carry On Camping	6.5	25	0	0	0
270762	en	What a Fuck Am I Doing on This Battlefield	0	What a Fuck Am I Doing on This Battlefield	0	0	0	0	0
48959	en	Up 'n' Under	0	Up 'n' Under	5.6	6	0	0	0
214753	en	The Airzone Solution	0	The Airzone Solution	0	0	0	0	0
173874	en	The Many Faces of Christopher Lee	0	The Many Faces of Christopher Lee	10	1	0	0	0
71016	en	The Return of Captain Invincible	1	The Return of Captain Invincible	6	7	5	0	-5
