MovieID	original_language	original_title	popularity	title	vote_average	vote_count
12475	en	In the Army Now	6	In the Army Now	4.7	54
9386	en	In the Line of Fire	13	In the Line of Fire	6.8	392
7984	en	In the Name of the Father	7	In the Name of the Father	7.6	363
59930	en	The Inkwell	1	The Inkwell	3.9	5
15765	en	What's Love Got to Do with It	15	What's Love Got to Do with It	6.9	75
31643	en	Jimmy Hollywood	5	Jimmy Hollywood	4.6	17
6	en	Judgment Night	6	Judgment Night	6.4	79
329	en	Jurassic Park	9	Jurassic Park	7.6	4956
10909	en	Kalifornia	8	Kalifornia	6.5	209
507	en	Killing Zoe	5	Killing Zoe	6.1	111
34024	en	King of the Hill	4	King of the Hill	6.4	33
29918	en	Lassie	4	Lassie	6.1	54
9593	en	Last Action Hero	9	Last Action Hero	6.1	725
42580	en	Life With Mikey	6	Life With Mikey	5.1	24
22317	en	Lightning Jack	3	Lightning Jack	5.7	40
1413	en	M. Butterfly	7	M. Butterfly	6.6	35
12121	en	Made in America	5	Made in America	5.3	86
2246	en	Malice	10	Malice	5.9	105
10502	en	The Man without a Face	6	The Man without a Face	6.2	125
10440	en	Manhattan Murder Mystery	9	Manhattan Murder Mystery	7.1	169
9516	en	Menace II Society	5	Menace II Society	7.2	179
2320	en	Executive Decision	13	Executive Decision	5.8	261
5879	ja	愛のコリーダ	9	In the Realm of the Senses	6.5	112
83718	en	What Happened Was...	1	What Happened Was...	7	7
11971	en	Much Ado About Nothing	9	Much Ado About Nothing	7.2	194
2625	en	Mr. Jones	7	Mr. Jones	5.9	35
31911	en	Mr. Wonderful	13	Mr. Wonderful	5.5	11
788	en	Mrs. Doubtfire	11	Mrs. Doubtfire	7	1638
21450	en	Naked	9	Naked	7.5	105
11231	en	The Next Karate Kid	10	The Next Karate Kid	4.8	202
41588	en	The New Age	1	The New Age	4.8	5
10447	en	No Escape	10	No Escape	6.1	86
31586	en	North	16	North	4.8	67
9300	en	Orlando	4	Orlando	6.7	53
9559	en	A Perfect World	8	A Perfect World	7.2	376
9800	en	Philadelphia	13	Philadelphia	7.6	1019
713	en	The Piano	7	The Piano	7.1	290
8291	en	Poetic Justice	7	Poetic Justice	6.9	47
18133	en	The Program	3	The Program	6	28
25557	en	The Puppet Masters	7	The Puppet Masters	5.6	41
22588	en	Radioland Murders	9	Radioland Murders	5.8	12
10872	en	The Ref	6	The Ref	6.7	99
1245	en	The Remains of the Day	12	The Remains of the Day	7.5	213
11858	en	Renaissance Man	5	Renaissance Man	5.9	83
7007	en	Rising Sun	6	Rising Sun	5.8	188
10467	en	The Road to Wellville	3	The Road to Wellville	5.5	43
5550	en	RoboCop 3	9	RoboCop 3	4.2	309
8005	en	Robin Hood: Men in Tights	17	Robin Hood: Men in Tights	6.4	575
2088	en	Romeo Is Bleeding	10	Romeo Is Bleeding	5.7	36
10412	en	Romper Stomper	5	Romper Stomper	6.6	126
47889	en	Ruby in Paradise	1	Ruby in Paradise	5.6	10
14534	en	Rudy	6	Rudy	7.2	187
56583	en	The Saint of Fort Washington	1	The Saint of Fort Washington	4	5
41878	fr	Les Nuits Fauves	1	Savage Nights	6.2	11
424	en	Schindler's List	42	Schindler's List	8.3	4436
35233	en	The Scout	6	The Scout	5.3	37
14291	en	Searching for Bobby Fischer	12	Searching for Bobby Fischer	7.3	100
103413	en	Second Best	1	Second Best	5.9	8
11236	en	The Secret Garden	6	The Secret Garden	7.1	232
11592	en	Serial Mom	5	Serial Mom	6.4	137
8850	en	The Shadow	8	The Shadow	5.4	140
10445	en	Shadowlands	3	Shadowlands	6.8	61
695	en	Short Cuts	9	Short Cuts	6.9	136
43535	en	A Simple Twist of Fate	4	A Simple Twist of Fate	5.7	26
12519	en	Sirens	3	Sirens	5.2	31
23210	en	Six Degrees of Separation	9	Six Degrees of Separation	6.5	75
858	en	Sleepless in Seattle	10	Sleepless in Seattle	6.5	630
867	en	Sliver	11	Sliver	4.9	144
78	en	Blade Runner	96	Blade Runner	7.9	3833
13203	en	Son in Law	9	Son in Law	5.6	81
346225	es	La calle de la amargura	1	Bleak Street	6	2
333097	en	Almost Holy	0	Almost Holy	6	3
415633	en	Tonight She Comes	1	Tonight She Comes	5.3	14
429524	en	Drone Wars	1	Drone Wars	3	7
421126	uk	Микита Кожум'яка	2	The Dragon Spell	4	1
104810	en	Iyulskiy Dozhd	0	July Rain	5.3	3
383743	fr	Avant les rues	0	Before the Streets	4	2
365451	en	"Baby, Baby, Baby"	2	"Baby, Baby, Baby"	6	4
17229	en	Bill Maher: The Decider	1	Bill Maher: The Decider	7.1	9
75760	en	American Teacher	0	American Teacher	5.7	3
412669	en	First Round Down	0	First Round Down	10	1
279687	en	Futurama: The Lost Adventure	1	Futurama: The Lost Adventure	7.9	10
464111	en	Zygote	3	Zygote	7.2	28
385305	en	24×36	0	24×36	8.1	7
440597	en	Wish Upon	60	Wish Upon	5.3	127
433711	en	All Superheroes Must Die 2: The Last Superhero	0	All Superheroes Must Die 2: The Last Superhero	4	1
417870	en	Girls Trip	38	Girls Trip	7.1	393
419459	en	Landline	2	Landline	5.1	9
407448	en	Detroit	10	Detroit	7.3	67
414453	en	Columbus	1	Columbus	6	4
329005	en	Autism in Love	0	Autism in Love	5.8	4
213204	en	The Foxy Merkins	0	The Foxy Merkins	6	2
117800	ja	Hourou-ki	0	A Wanderer's Notebook	0	0
384594	en	Blood Hunters	1	Blood Hunters	5.6	5
257059	en	Комбинат «Надежда»	1	The Hope Factory	5.3	7
412103	en	Rick and Morty: State of Georgia Vs. Denver Fenton Allen	1	Rick and Morty: State of Georgia Vs. Denver Fenton Allen	8.7	10
438665	en	Fittest On Earth: A Decade Of Fitness	1	Fittest On Earth: A Decade Of Fitness	6	2
437830	en	Zero 3	0	Zero 3	8.7	3
7014	fr	Themroc	2	Themroc	7.1	9
411516	de	Ein deutsches Leben	0	A German Life	7.5	2
254689	en	Never Tear Us Apart: The Untold Story of INXS	0	Never Tear Us Apart: The Untold Story of INXS	6	1
101190	pl	Gangsterzy i filantropi	0	Gangsters and Philantropists	4.3	2
316437	hi	Pairon Talle	0	Pairon Talle	5	1
85709	ko	Dooman River	0	Dooman River	5.5	4
60378	de	Hitler - Eine Karriere	0	Hitler: A Career	7.2	7
403667	nl	Adios amigos	0	Adios amigos	6.3	4
74464	nl	Kleine Teun	0	Little Tony	7.3	3
459950	en	Feed	4	Feed	7.3	50
332543	en	A Genius Leaves the Hood - The Unauthorized Story of Jay Z	0	A Genius Leaves the Hood - The Unauthorized Story of Jay Z	6	2
128571	en	Cure for Pain: The Mark Sandman Story	0	Cure for Pain: The Mark Sandman Story	5	3
82029	fr	Itinéraire bis	1	Itinéraire bis	4.8	23
33704	fr	Le Carton	1	The Box	5.7	10
103344	fr	Dépression et des Potes	1	Dépression et des Potes	5.1	27
275272	fr	Je hais les enfants!	0	Je hais les enfants!	6.5	1
68637	fr	L'Élève Ducobu	4	Ducoboo	4.9	79
454774	en	The Girl from the Song	1	The Girl from the Song	6.3	4
433410	en	Selbstkritik eines bürgerlichen Hundes	0	Self-criticism of a Bourgeois Dog	0	0
429039	fr	"Jean Ziegler, l'optimisme de la volonté"	0	"Jean Ziegler, l'optimisme de la volonté"	0	0
45592	en	Film	1	Film	6.5	11
69483	en	Julia Misbehaves	0	Julia Misbehaves	6.8	3
423453	fr	Sahara	9	Sahara	5.4	43
451955	fr	L'Amant double	10	The Double Lover	6.2	72
70609	de	Schulmädchen-Report 5. Teil: Was Eltern wirklich wissen sollten	3	Schoolgirl Report Part 5: What All Parents Should Know	6.3	6
36886	de	Schulmädchen-Report 4. Teil: Was Eltern oft verzweifeln läßt	2	Schoolgirl Report Part 4: What Drives Parents to Despair	4.9	4
36887	de	Der neue Schulmädchen-Report 2. Teil: Was Eltern den Schlaf raubt	2	Schoolgirl Report Part 2: What Keeps Parents Awake at Night	6.8	5
36885	de	Schulmädchen-Report 3. Teil: Was Eltern nicht mal ahnen	2	Schoolgirl Report Part 3: What Parents Find Unthinkable	4.4	6
12097	sv	Pippi Långstrump	3	Pippi Longstocking	7	29
280640	fr	Geronimo	1	Geronimo	7.7	9
231216	de	Villa Henriette	0	Villa Henriette	0	0
66247	ta	Muthu	0	Muthu	6.3	10
49074	ta	Baasha	1	Baasha	7.8	14
47940	ta	படையப்பா	1	Padayappa	7.3	13
24049	ta	சிவாஜி	1	Sivaji: The Boss	6.9	25
28469	de	Der Herr Karl	0	Der Herr Karl	10	1
410554	en	First Kill	8	First Kill	5.2	38
96823	nl	Quiz	1	Quiz	5.5	11
54559	en	Minions: Orientation Day	5	Minions: Orientation Day	7	95
390343	en	Burden	1	Burden	6	1
450875	en	LA 92	1	LA 92	8.8	3
56841	sv	Tusen gånger starkare	1	A Thousand Times Stronger	5.7	5
417320	en	Descendants 2	16	Descendants 2	7.5	171
104700	fr	La lune à un mètre	0	The Astronomer's Dream	6.4	26
70573	cn	最佳女婿	0	Faithfully Yours	4.3	2
407803	en	Harry Benson: Shoot First	1	Harry Benson: Shoot First	6.4	6
104702	fr	La tentation de Saint-Antoine	0	The Temptation of St. Anthony	5.3	6
49295	fr	L'Illusionniste fin de siècle	1	An Up-to-Date Conjurer	6.6	12
51507	en	Pouta	0	Walking Too Fast	6	5
265189	sv	Turist	12	Force Majeure	6.8	255
373247	en	Down Under	1	Down Under	7.2	9
458618	en	Ivanka Trump- America's Real First Lady?	0	Ivanka Trump- America's Real First Lady?	2	1
277839	fr	Pattaya	6	"Good Guys Go to Heaven, Bad Guys Go to Pattaya"	5.3	153
454787	en	Chris Gethard: Career Suicide	1	Chris Gethard: Career Suicide	7.5	4
433471	en	Lou	2	Lou	8.5	17
69727	en	Final Justice	0	Final Justice	4.4	4
89606	en	Hemo The Magnificent	0	Hemo The Magnificent	7	1
467731	en	Tragedy in a Temporary Town	0	Tragedy in a Temporary Town	0	0
383216	en	Carole King: Natural Woman	0	Carole King: Natural Woman	0	0
76289	fr	Terminus	0	Terminus	5	1
104308	it	Il nido del ragno	0	The Spider Labyrinth	7.6	7
206277	en	Shirley: Visions of Reality	1	Shirley: Visions of Reality	7.2	10
92108	pl	Baby są jakieś inne	0	Baby sa jakies inne	4.8	4
36415	pl	Wojna polsko-ruska	1	Snow White and Russian Red	6.9	9
60153	en	Hi Way	0	Hi Way	7.5	2
245073	pl	Zycie rodzinne	0	Family Life	5	1
280477	pl	Dom wariatów	0	The House of Fools	0	0
154575	pl	Iluminacja	0	Illumination	7.3	3
88844	en	Code Blue	1	Code Blue	4.1	4
182981	nl	Nude Area	0	Nude Area	5	2
59958	en	Gideon's Daughter	1	Gideon's Daughter	6	15
432025	pl	Sztuka kochania. Historia Michaliny Wisłockiej	1	The Art of Loving. Story of Michalina Wislocka	6.7	9
36391	en	Kingsajz	1	King Size	7.3	8
87229	is	Kóngavegur	0	King's Road	0	0
383618	sv	Siv sover vilse	3	Siv Sleeps Astray	0	0
10819	pl	Wesele	0	The Wedding	6.6	7
31856	en	Hydrozagadka	0	Hydrozagadka	5.3	3
358511	pl	Baby Bump	0	Baby Bump	6.3	3
79343	fr	Les fourmis rouges	0	Les fourmis rouges	7.5	1
155939	en	Pora Umierać	0	Time to Die	5.9	4
56350	de	"Jesus, Du weisst"	0	"Jesus, You Know"	4.7	3
25667	pl	Mała Moskwa	2	Little Moscow	5	4
24768	pl	Nic Śmiesznego	0	Nothing Funny	7.3	7
190496	en	Nienasycenie	0	Insatiability	5.1	4
58133	fr	La Possibilité d'une île	0	Possibility of an Island	4.8	3
139159	fr	À moi seule	1	Coming Home	5.9	4
30019	no	Upperdog	1	Upperdog	6.9	5
78359	pl	Akademia Pana Kleksa	1	Mister Blot's Academy	6	5
101801	cs	Rok ďábla	0	Year of the Devil	7.7	6
36416	pl	Wszyscy jesteśmy Chrystusami	0	We're All Christs	6.4	7
317736	pl	Pani z przedszkola	0	Pani z przedszkola	0	0
168819	pl	Weiser	0	Weiser	5.8	4
108331	es	Las buenas hierbas	1	The Good Herbs	0	0
291224	pl	Jak dziala jamniczek	0	How A Sausage Dog Works	7	3
418757	pl	Między nami dobrze jest	0	Między nami dobrze jest	0	0
103462	en	Grandma Lo-Fi	0	Grandma Lo-Fi	0	0
38876	en	"Włatcy móch. Ćmoki, Czopki i Mondzioły"	0	"Włatcy móch. Ćmoki, Czopki i Mondzioły"	0	0
369444	pl	Ostatni dzwonek	0	Ostatni dzwonek	0	0
81318	pl	Uprowadzenie Agaty	0	Hijacking Agatha	6	1
152912	pl	Pan Kleks w kosmosie	1	Mr. Blot in Space	0	0
68802	pl	Przyjaciel wesołego diabła	0	Friend of the Jolly Devil	0	0
80284	es	La sangre iluminada	0	Enlightened blood	8.3	2
80831	en	Sang Pemimpi	0	Sang Pemimpi	6.5	2
180244	en	We Don't Care About Music Anyway	0	We Don't Care About Music Anyway	6.8	3
157320	pl	Historia Kina w Popielawach	0	History of Cinema in Popielawy	7.3	2
167267	pl	Struktura krysztalu	0	The Structure of Crystals	6.8	4
112531	pl	Ki – nie polubisz jej	1	My Name Is Ki	6.3	3
81313	en	Zmruz oczy	0	Squint Your Eyes	8	2
245394	en	Fry and Laurie Reunited	1	Fry and Laurie Reunited	7	2
190817	fr	La Fille du 14 juillet	1	The Rendez-Vous of Déjà-Vu	6.2	13
120831	en	Love	1	Love	7.6	5
364865	en	The Jazz Loft According to W. Eugene Smith	0	The Jazz Loft According to W. Eugene Smith	0	1
65507	en	Purgatory House	0	Purgatory House	6	1
43656	en	13 Moons	2	13 Moons	5.8	4
401408	en	"Leslie Caron, française à Hollywood, américaine à Paris"	0	Leslie Caron: The Reluctant Star	8	1
366505	es	El olivo	3	The Olive Tree	6.5	38
434166	de	Es war einmal in Deutschland	1	Bye Bye Germany	8.7	3
212865	en	Little Girls in Pretty Boxes	1	Little Girls in Pretty Boxes	7	1
104704	fr	Le Diable au couvent	1	The Devil in a Convent	6	10
435473	en	American Violence	7	American Violence	4.8	12
269981	en	Twelve Angry Men	0	Twelve Angry Men	8.5	4
183088	en	Megaville	1	Megaville	6	1
335251	en	The Land Where the Blues Began	0	The Land Where the Blues Began	0	0
430365	fr	À bras ouverts	7	With Open Arms	5.2	94
50977	en	Nude on the Moon	0	Nude on the Moon	3.3	3
395767	fr	La mécanique de l'ombre	1	Scribe	5.8	26
199887	en	Over/Under	1	Over/Under	4	2
248705	fr	Les Visiteurs: La Révolution	7	The Visitors: Bastille Day	4	167
90063	es	¡Vampiros en La Habana!	0	Vampires in Havana	5.3	10
37440	en	Monster Ark	1	Monster Ark	1.3	6
36139	en	High Plains Invaders	1	High Plains Invaders	5.3	9
43585	en	Headless Horseman	1	Headless Horseman	5.7	3
44918	en	Titanic II	4	Titanic 2	3.4	55
63990	en	Joanna	0	Joanna	7	2
28669	en	Rasputin: The Mad Monk	2	Rasputin: The Mad Monk	5.6	25
188421	en	A History of Horror with Mark Gatiss	0	A History of Horror with Mark Gatiss	9	3
39164	en	House of the Long Shadows	1	House of the Long Shadows	6.1	18
3104	en	Frankenstein Created Woman	2	Frankenstein Created Woman	5.9	33
20776	en	Return to the Batcave: The Misadventures of Adam and Burt	1	Return to the Batcave: The Misadventures of Adam and Burt	5.8	14
24568	en	Follow That Camel	1	Carry On Follow That Camel	6.1	19
43085	en	Dead and Deader	5	Dead and Deader	5.8	10
100671	en	The Witchmaker	0	The Witchmaker	5	3
19307	en	Carry On Camping	4	Carry On Camping	6.5	25
270762	en	What a Fuck Am I Doing on This Battlefield	0	What a Fuck Am I Doing on This Battlefield	0	0
48959	en	Up 'n' Under	0	Up 'n' Under	5.6	6
214753	en	The Airzone Solution	0	The Airzone Solution	0	0
173874	en	The Many Faces of Christopher Lee	0	The Many Faces of Christopher Lee	10	1
71016	en	The Return of Captain Invincible	1	The Return of Captain Invincible	6	7
151506	en	She Fought Alone	1	She Fought Alone	4.1	7
43995	en	That Riviera Touch	0	That Riviera Touch	6.4	6
40467	en	Dawn of the Mummy	0	Dawn of the Mummy	3.6	8
449696	en	The Stranger: Summoned by Shadows	0	The Stranger: Summoned by Shadows	0	0
79927	en	The Pope Must Die	9	The Pope Must Die	4.2	12
21251	en	Carry On England	1	Carry On England	4.8	15
374764	es	Cómo funcionan casi todas las cosas	0	How Most Things Work	6.8	2
460135	en	LEGO DC Super Hero Girls: Brain Drain	8	LEGO DC Super Hero Girls: Brain Drain	10	2
42247	en	Treasure Raiders	0	Treasure Raiders	2.2	3
426272	en	Take Me	9	Take Me	6	38
408624	en	A Death in the Gunj	1	A Death in the Gunj	7	5
413421	hi	फिल्लौरी	1	Phillauri	7.1	11
261871	ru	Полярный рейс	0	Polar Flight	0	0
317389	es	Simbad e il califfo di Bagdad	0	Simbad e il califfo di Bagdad	0	0
91563	en	Black Sun	0	Black Sun	8.3	3
227143	uk	Іван Сила	0	Іван Сила	7	1
432789	en	The Incredible Jessica James	6	The Incredible Jessica James	6.2	37
264269	ru	Vladeniye 18	0	Apartment 18	4.4	4
182030	zh	火燒紅蓮寺之鴛鴦劍俠	1	The Twin Swords	5.6	4
32388	zh	金燕子	1	Golden Swallow	6.5	10
434873	en	It Stains the Sands Red	8	It Stains the Sands Red	5.6	21
175461	de	Lichtspiel opus I	0	Lichtspiel opus I	6.5	10
175457	en	Opus II	0	Opus II	6.7	5
176298	en	Opus III	0	Opus III	6.9	5
184402	de	Opus IV	0	Opus IV	6.9	4
370213	fa	Sonita	0	Sonita	6	1
99104	en	Bloodletting	0	Bloodletting	5	1
445126	en	Can't Buy My Love	1	Can't Buy My Love	7	7
401687	en	Hopeless Romantic	0	Hopeless Romantic	4.3	3
200066	en	Il frullo del passero	0	The Sparrow's Fluttering	0	0
273279	fr	La peau de chagrin	1	The Skin of Sorrow	7	1
97797	ru	Мертвые дочери	0	Dead Daughters	4.9	5
149946	ru	Два в одном	0	Two in One	1	1
61385	ru	Настройщик	1	The Tuner	6.9	7
468707	fi	Lauri Mäntyvaaran tuuheet ripset	0	Thick Lashes of Lauri Mäntyvaara	8	1
280422	ru	Все и сразу	0	All at Once	6	4
38326	ru	Юрьев День	1	Yuri's Day	6.5	4
240789	ru	Чудо	0	The Miracle	6.3	3
293654	ru	Корпоратив	1	Corporate Event	3.5	4
64197	ru	Puteshestvie s domashnimi zhivotnymi	1	Travelling with Pets	6	5
102363	ru	Beduin	1	Bedouin	4	5
92771	ru	Папа	0	Daddy	5.3	3
98604	ru	Zolushka	1	Cinderella	4.6	6
97672	ru	Samoubiytsy	0	Suicides	4.6	4
100152	ru	Марс	0	Mars	5	2
62757	en	Dikari	1	Savages	5.8	6
449131	ru	Aprel	0	Aprel	6	1
61966	en	Kacheli	1	Swing	4	2
63281	en	Про любоff	0	Pro Lyuboff	4	3
70965	en	Кука	1	Kuka	6.3	7
75608	en	Dead Birds	0	Dead Birds	5.3	2
275331	en	The Hunters	0	The Hunters	5	1
282308	en	Rigadin peintre cubiste	0	"Whiffles, Cubic Artist"	0	0
461297	en	Cop and a Half: New Recruit	1	Cop and a Half: New Recruit	6	1
258907	en	Dyketactics	0	Dyketactics	8	1
127762	fr	Baignade en Mer	0	Baignade en Mer	5.3	12
18098	en	Arabian Nights	2	Arabian Nights	6.9	21
52103	zh	Xiao Wu	0	Pickpocket	7.2	13
63898	ru	Антидурь	0	Antidur	1	1
174271	en	The Fortunes and Misfortunes of Moll Flanders	1	The Fortunes and Misfortunes of Moll Flanders	5.8	8
42652	ru	Uznik Zamka If	0	The Prisoner of If Castle	5	3
143117	ru	"Chyornaya Roza - Emblema Pechali, Krasnaya Roza - Emblema Lyubvi"	1	"A Black Rose Is an Emblem of Sorrow, a Red Rose an Emblem of Love"	6.5	4
65416	en	An American Vampire Story	0	An American Vampire Story	4.5	4
365432	en	The Sublet	1	The Sublet	6.5	4
45029	en	Fit to Kill	1	Fit to Kill	5	7
36680	en	TechnoCalyps	0	TechnoCalyps	5	1
222872	en	Starquest II	1	Starquest II	2	1
257472	en	Rivers of Sand	0	Rivers of Sand	0	0
323132	en	Altar of Fire	0	Altar of Fire	0	0
5589	cs	Šíleně smutná princezna	0	Šíleně smutná princezna	6.1	4
325439	en	Le Meraviglie di Aladino	0	The Wonders of Aladdin	0	0
63266	en	Fobos. Klub Strakha	1	Phobos. Fear Kills	3	2
45527	en	The Final Storm	1	The Final Storm	3.7	11
455661	en	In a Heartbeat	21	In a Heartbeat	8.3	146
327237	nl	"Bloed, Zweet en Tranen"	1	"Blood, Sweat and Tears"	6.8	11
84710	en	Jungle Woman	0	Jungle Woman	5.8	2
39562	en	To Be Fat Like Me	1	To Be Fat Like Me	5	12
14008	en	Cadet Kelly	4	Cadet Kelly	5.2	145
44330	en	Le tripot clandestin	0	The Scheming Gambler's Paradise	5	3
49279	fr	L'Homme à la tête de caoutchouc	2	The Man with the Rubber Head	7.6	29
44333	fr	Les cartes vivantes	0	The Living Playing Cards	6.1	8
49277	en	Les affiches en goguette	0	The Hilarious Posters	4.5	2
49271	en	Le locataire diabolique	1	The Devilish Tenant	6.7	12
44324	fr	Le Roi du maquillage	0	The Untameable Whiskers	6	6
122036	fr	Les Transmutations imperceptibles	0	The Imperceptable Transmutations	5	2
14885	en	Pooh's Heffalump Halloween Movie	3	Pooh's Heffalump Halloween Movie	5.4	7
49280	fr	L'Homme orchestre	1	The One-Man Band	6.5	22
106807	fr	Nouvelles luttes extravagantes	0	The Fat and Lean Wrestling Match	6.5	6
276895	en	Deep Hearts	0	Deep Hearts	0	0
404604	hi	Maa	2	Mom	6.6	14
420346	en	The Morning After	0	The Morning After	4	2
67179	it	San Michele aveva un gallo	0	St. Michael Had a Rooster	6	3
84419	en	House of Horrors	0	House of Horrors	6.3	8
390959	en	Shadow of the Blair Witch	0	Shadow of the Blair Witch	7	2
289923	en	The Burkittsville 7	0	The Burkittsville 7	7	1
222848	en	Caged Heat 3000	1	Caged Heat 3000	3.5	1
30840	en	Robin Hood	6	Robin Hood	5.7	26
439050	fa	رگ خواب	0	Subdue	4	1
111109	tl	Siglo ng Pagluluwal	0	Century of Birthing	9	3
67758	en	Betrayal	1	Betrayal	3.8	6
227506	en	Satana likuyushchiy	0	Satan Triumphant	0	0
461257	en	Queerama	0	Queerama	0	0
